case_id,category,question,rank,retrieval_mode,keyword_score,vector_rank,matches_expected_source,expected_sources,source_path,title,section,content_token_count,question_token_overlap,expected_keyword_overlap,response_token_support,expected_keyword_hits,content_excerpt
tito_capacidad_autonomia,vehiculos,¿Cuántas personas lleva un TITO y qué autonomía tienen las versiones actuales?,4,vector,,3,False,vehiculos_detalles.TITO,Precios_Vehiculos_Actualizados.TITO S5,Precios TITO S5,precios,21,0.1429,0.3333,0.3333,300,"TITO S5-300: precio: USD 16.981,25 disponibilidad: Inmediata - Unidades limitadas TITO S5-300 AA: precio: USD 17.731,25 disponibilidad: Inmediata - Unidades limitadas"
tito_capacidad_autonomia,vehiculos,¿Cuántas personas lleva un TITO y qué autonomía tienen las versiones actuales?,5,vector,,5,False,vehiculos_detalles.TITO,todos_los_vehiculos_disponibles.TITO S5,Disponibilidad TITO S5,disponibilidad_vehiculos,13,0.1429,0.3333,0.3333,300,modelos disponibles: - TITO S5-300 - TITO S5-300 AA disponibilidad: Inmediata - Unidades limitadas
tito_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene el TITO?,1,keyword,9,,True,vehiculos_detalles.TITO,vehiculos_detalles.TITO,Ficha tecnica TITO,vehiculos_detalles,322,1.0,1.0,1.0,4.5 | 65 | kmh | kw,"modelos disponibles: - nombre: TITO S2-300 descripcion: Un hito en nuestra historia. Este vehículo 100% eléctrico se diseñó pensando en las necesidades de las ciudades argentinas. Con cuatro plazas y amplio espacio de carga, se convirtió en una alternativa..."
tito_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene el TITO?,2,keyword,9,,True,vehiculos_detalles.TITO,vehiculos_detalles.TITO.modelos_disponibles[0],Modelo TITO S2-300,vehiculos_detalles,138,1.0,1.0,0.95,4.5 | 65 | kmh | kw,"nombre: TITO S2-300 descripcion: Un hito en nuestra historia. Este vehículo 100% eléctrico se diseñó pensando en las necesidades de las ciudades argentinas. Con cuatro plazas y amplio espacio de carga, se convirtió en una alternativa atractiva para familias..."
tito_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene el TITO?,3,vector,,1,False,vehiculos_detalles.TITO,Precios_Vehiculos_Actualizados.TITO S5,Precios TITO S5,precios,21,0.2,0.0,0.15,,"TITO S5-300: precio: USD 16.981,25 disponibilidad: Inmediata - Unidades limitadas TITO S5-300 AA: precio: USD 17.731,25 disponibilidad: Inmediata - Unidades limitadas"
tito_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene el TITO?,4,vector,,3,False,vehiculos_detalles.TITO,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,0.2,0.0,0.15,,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tito_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene el TITO?,5,vector,,5,True,vehiculos_detalles.TITO,vehiculos_detalles.TITO.modelos_disponibles[1],Modelo TITO S5-300,vehiculos_detalles,131,1.0,1.0,1.0,4.5 | 65 | kmh | kw,"nombre: TITO S5-300 descripcion: Evolución del TITO S2 con avanzada tecnología y características innovadoras, demostrando el compromiso con la evolución constante. Ahora disponible únicamente en versión 300km. versiones disponibles: TITO S5-300: autonomía:..."
tito_colores,vehiculos,¿Qué colores se ofrecen para el TITO?,1,keyword,6,,True,vehiculos_detalles.TITO.colores_disponibles,vehiculos_detalles.TITO,Ficha tecnica TITO,vehiculos_detalles,322,0.6667,1.0,1.0,bicolor | rosa | verde,"modelos disponibles: - nombre: TITO S2-300 descripcion: Un hito en nuestra historia. Este vehículo 100% eléctrico se diseñó pensando en las necesidades de las ciudades argentinas. Con cuatro plazas y amplio espacio de carga, se convirtió en una alternativa..."
tito_colores,vehiculos,¿Qué colores se ofrecen para el TITO?,2,keyword,5,,False,vehiculos_detalles.TITO.colores_disponibles,todos_los_vehiculos_disponibles.TITO S2,Disponibilidad TITO S2,disponibilidad_vehiculos,13,0.3333,0.0,0.0714,,modelos disponibles: - TITO S2-300 - TITO S2-300 AA disponibilidad: Inmediata - Unidades limitadas
tito_colores,vehiculos,¿Qué colores se ofrecen para el TITO?,3,vector,,1,False,vehiculos_detalles.TITO.colores_disponibles,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,0.3333,0.0,0.0,,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tito_colores,vehiculos,¿Qué colores se ofrecen para el TITO?,4,vector,,5,False,vehiculos_detalles.TITO.colores_disponibles,Precios_Vehiculos_Actualizados.TITO S5,Precios TITO S5,precios,21,0.3333,0.0,0.0,,"TITO S5-300: precio: USD 16.981,25 disponibilidad: Inmediata - Unidades limitadas TITO S5-300 AA: precio: USD 17.731,25 disponibilidad: Inmediata - Unidades limitadas"
tita_s2_300_precio,precios,¿Cuál es el precio de la TITA S2-300?,1,keyword,20,,True,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300,Precio TITA S2-300,precios,6,0.25,1.0,0.1579,16.981.25 | usd,"precio: USD 16.981,25 disponibilidad: ENTREGA INMEDIATA"
tita_s2_300_precio,precios,¿Cuál es el precio de la TITA S2-300?,2,keyword,20,,True,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300 AA,Precio TITA S2-300 AA,precios,6,0.25,0.5,0.1579,usd,"precio: USD 17.731,25 disponibilidad: ENTREGA INMEDIATA"
tita_s2_300_precio,precios,¿Cuál es el precio de la TITA S2-300?,3,vector,,1,False,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,0.75,0.5,0.2632,usd,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tita_s2_300_precio,precios,¿Cuál es el precio de la TITA S2-300?,4,vector,,3,False,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300,todos_los_vehiculos_disponibles.TITA S2,Disponibilidad TITA S2,disponibilidad_vehiculos,12,0.75,0.0,0.2105,,modelos disponibles: - TITA S2-300 - TITA S2-300 AA disponibilidad: ENTREGA INMEDIATA
tita_s2_300_precio,precios,¿Cuál es el precio de la TITA S2-300?,5,vector,,5,True,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300,Precios_Vehiculos_Actualizados.TITA S2,Precios TITA S2,precios,78,1.0,1.0,1.0,16.981.25 | usd,"TITA S2-300: precio: USD 16.981,25 disponibilidad: ENTREGA INMEDIATA TITA S2-300 AA: precio: USD 17.731,25 disponibilidad: ENTREGA INMEDIATA TITA S2 300 AA con Furgón: precio: USD 20.632,00 descripcion: TITA S2 300 AA + accesorio furgón aclaración: El preci..."
tita_s2_300_aa_precio,precios,¿Cuál es el precio de la TITA S2-300 AA?,1,keyword,20,,True,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300 AA,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300,Precio TITA S2-300,precios,6,0.2,0.5,0.1579,usd,"precio: USD 16.981,25 disponibilidad: ENTREGA INMEDIATA"
tita_s2_300_aa_precio,precios,¿Cuál es el precio de la TITA S2-300 AA?,2,keyword,20,,True,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300 AA,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300 AA,Precio TITA S2-300 AA,precios,6,0.2,1.0,0.1579,17.731.25 | usd,"precio: USD 17.731,25 disponibilidad: ENTREGA INMEDIATA"
tita_s2_300_aa_precio,precios,¿Cuál es el precio de la TITA S2-300 AA?,3,vector,,1,False,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300 AA,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,0.8,0.5,0.2632,usd,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tita_s2_300_aa_precio,precios,¿Cuál es el precio de la TITA S2-300 AA?,4,vector,,3,False,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300 AA,todos_los_vehiculos_disponibles.TITA S2,Disponibilidad TITA S2,disponibilidad_vehiculos,12,0.8,0.0,0.2105,,modelos disponibles: - TITA S2-300 - TITA S2-300 AA disponibilidad: ENTREGA INMEDIATA
tita_s2_300_aa_precio,precios,¿Cuál es el precio de la TITA S2-300 AA?,5,vector,,5,True,Precios_Vehiculos_Actualizados.TITA S2.TITA S2-300 AA,Precios_Vehiculos_Actualizados.TITA S2,Precios TITA S2,precios,78,1.0,1.0,1.0,17.731.25 | usd,"TITA S2-300: precio: USD 16.981,25 disponibilidad: ENTREGA INMEDIATA TITA S2-300 AA: precio: USD 17.731,25 disponibilidad: ENTREGA INMEDIATA TITA S2 300 AA con Furgón: precio: USD 20.632,00 descripcion: TITA S2 300 AA + accesorio furgón aclaración: El preci..."
tita_s2_furgon_precio,precios,¿Cuánto cuesta la TITA S2 300 AA con Furgón?,1,keyword,21,,True,Precios_Vehiculos_Actualizados.TITA S2.TITA S2 300 AA con Furgón,Precios_Vehiculos_Actualizados.TITA S2.TITA S2 300 AA con Furgón,Precio TITA S2 300 AA con Furgón,precios,27,1.0,1.0,0.7619,2.900 | 20.632.00 | usd,"precio: USD 20.632,00 descripcion: TITA S2 300 AA + accesorio furgón aclaración: El precio 20.632,00 se obtiene de sumar a 17.731,25 USD (precio de TITA S2 300 AA) el accesorio furgón que cuesta 2.900 USD"
tita_s2_furgon_precio,precios,¿Cuánto cuesta la TITA S2 300 AA con Furgón?,2,keyword,21,,True,Precios_Vehiculos_Actualizados.TITA S2.TITA S2 300 AA con Furgón,Precios_Vehiculos_Actualizados.TITA S2.TITA S2 300 AA con Furgón Refrigerado,Precio TITA S2 300 AA con Furgón Refrigerado,precios,21,1.0,0.3333,0.7619,usd,"precio: USD 23.632,00 aclaración: El precio 23.632,00 se obtiene de sumar a 17.731,25 USD (precio de TITA S2 300 AA) el accesorio furgón refrigerado que cuesta 5.900 USD"
tita_s2_furgon_precio,precios,¿Cuánto cuesta la TITA S2 300 AA con Furgón?,3,vector,,1,True,Precios_Vehiculos_Actualizados.TITA S2.TITA S2 300 AA con Furgón,Precios_Vehiculos_Actualizados.TITA S2,Precios TITA S2,precios,78,1.0,1.0,0.9048,2.900 | 20.632.00 | usd,"TITA S2-300: precio: USD 16.981,25 disponibilidad: ENTREGA INMEDIATA TITA S2-300 AA: precio: USD 17.731,25 disponibilidad: ENTREGA INMEDIATA TITA S2 300 AA con Furgón: precio: USD 20.632,00 descripcion: TITA S2 300 AA + accesorio furgón aclaración: El preci..."
tita_s2_dimensiones,vehiculos,¿Cuáles son las dimensiones de la TITA S2-300 y de su caja?,1,keyword,17,,True,vehiculos_detalles.TITA S2 300,vehiculos_detalles.TITA S2 300,Ficha tecnica TITA S2 300,vehiculos_detalles,221,1.0,1.0,1.0,2000x1310x350 | 3750x1370x1720,"nombre: TITA S2-300 (también conocida como TITA 300) descripcion: Furgoneta eléctrica diseñada para satisfacer las necesidades de diversos sectores, con la combinación perfecta de capacidad, seguridad y sostenibilidad. Única versión TITA pickup disponible a..."
tita_s2_dimensiones,vehiculos,¿Cuáles son las dimensiones de la TITA S2-300 y de su caja?,2,keyword,16,,True,vehiculos_detalles.TITA S2 300,vehiculos_detalles.TITA S2 300.versiones_disponibles.TITA S2-300 con Furgón,Version TITA S2-300 con Furgón,vehiculos_detalles,19,0.4,0.0,0.2308,,"autonomía: 300 Km aire acondicionado: Opcional accesorio: Furgón cerrado descripcion accesorio: Accesorio que convierte la pickup en furgón cerrado, caja térmicamente aislada."
tita_s2_dimensiones,vehiculos,¿Cuáles son las dimensiones de la TITA S2-300 y de su caja?,3,vector,,1,False,vehiculos_detalles.TITA S2 300,todos_los_vehiculos_disponibles.TITA S2,Disponibilidad TITA S2,disponibilidad_vehiculos,12,0.6,0.0,0.3077,,modelos disponibles: - TITA S2-300 - TITA S2-300 AA disponibilidad: ENTREGA INMEDIATA
tita_s2_dimensiones,vehiculos,¿Cuáles son las dimensiones de la TITA S2-300 y de su caja?,4,vector,,3,False,vehiculos_detalles.TITA S2 300,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,0.4,0.0,0.2308,,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tita_s2_dimensiones,vehiculos,¿Cuáles son las dimensiones de la TITA S2-300 y de su caja?,5,vector,,5,False,vehiculos_detalles.TITA S2 300,todos_los_vehiculos_disponibles.TITO S2,Disponibilidad TITO S2,disponibilidad_vehiculos,13,0.4,0.0,0.2308,,modelos disponibles: - TITO S2-300 - TITO S2-300 AA disponibilidad: Inmediata - Unidades limitadas
tita_s2_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene la TITA S2-300?,1,keyword,19,,True,vehiculos_detalles.TITA S2 300,vehiculos_detalles.TITA S2 300,Ficha tecnica TITA S2 300,vehiculos_detalles,221,1.0,1.0,1.0,45 | kmh | kw,"nombre: TITA S2-300 (también conocida como TITA 300) descripcion: Furgoneta eléctrica diseñada para satisfacer las necesidades de diversos sectores, con la combinación perfecta de capacidad, seguridad y sostenibilidad. Única versión TITA pickup disponible a..."
tita_s2_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene la TITA S2-300?,2,keyword,15,,True,vehiculos_detalles.TITA S2 300,vehiculos_detalles.TITA S2 300.versiones_disponibles.TITA S2-300,Version TITA S2-300,vehiculos_detalles,5,0.1429,0.0,0.05,,autonomía: 300 Km aire acondicionado: No
tita_s2_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene la TITA S2-300?,3,vector,,1,False,vehiculos_detalles.TITA S2 300,todos_los_vehiculos_disponibles.TITA S2,Disponibilidad TITA S2,disponibilidad_vehiculos,12,0.4286,0.0,0.15,,modelos disponibles: - TITA S2-300 - TITA S2-300 AA disponibilidad: ENTREGA INMEDIATA
tita_s2_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene la TITA S2-300?,4,vector,,3,False,vehiculos_detalles.TITA S2 300,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,0.2857,0.0,0.1,,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tita_s2_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene la TITA S2-300?,5,vector,,5,False,vehiculos_detalles.TITA S2 300,todos_los_vehiculos_disponibles.TITO S2,Disponibilidad TITO S2,disponibilidad_vehiculos,13,0.2857,0.0,0.1,,modelos disponibles: - TITO S2-300 - TITO S2-300 AA disponibilidad: Inmediata - Unidades limitadas
tita_s2_accesorios,vehiculos,¿Qué accesorios están disponibles para la TITA S2-300?,1,keyword,17,,True,vehiculos_detalles.TITA S2 300.accesorios_disponibles,vehiculos_detalles.TITA S2 300,Ficha tecnica TITA S2 300,vehiculos_detalles,221,0.8333,1.0,0.7429,furgon | refrigerado,"nombre: TITA S2-300 (también conocida como TITA 300) descripcion: Furgoneta eléctrica diseñada para satisfacer las necesidades de diversos sectores, con la combinación perfecta de capacidad, seguridad y sostenibilidad. Única versión TITA pickup disponible a..."
tita_s2_accesorios,vehiculos,¿Qué accesorios están disponibles para la TITA S2-300?,2,keyword,15,,False,vehiculos_detalles.TITA S2 300.accesorios_disponibles,vehiculos_detalles.TITA S2 300.versiones_disponibles.TITA S2-300,Version TITA S2-300,vehiculos_detalles,5,0.1667,0.0,0.0286,,autonomía: 300 Km aire acondicionado: No
tita_s2_accesorios,vehiculos,¿Qué accesorios están disponibles para la TITA S2-300?,3,vector,,1,False,vehiculos_detalles.TITA S2 300.accesorios_disponibles,todos_los_vehiculos_disponibles.TITA S2,Disponibilidad TITA S2,disponibilidad_vehiculos,12,0.6667,0.0,0.1429,,modelos disponibles: - TITA S2-300 - TITA S2-300 AA disponibilidad: ENTREGA INMEDIATA
tita_s2_accesorios,vehiculos,¿Qué accesorios están disponibles para la TITA S2-300?,4,vector,,3,False,vehiculos_detalles.TITA S2 300.accesorios_disponibles,todos_los_vehiculos_disponibles.TITO S2,Disponibilidad TITO S2,disponibilidad_vehiculos,13,0.5,0.0,0.1143,,modelos disponibles: - TITO S2-300 - TITO S2-300 AA disponibilidad: Inmediata - Unidades limitadas
tita_s2_accesorios,vehiculos,¿Qué accesorios están disponibles para la TITA S2-300?,5,vector,,5,False,vehiculos_detalles.TITA S2 300.accesorios_disponibles,Precios_Vehiculos_Actualizados.TITA S2,Precios TITA S2,precios,78,0.5,1.0,0.4857,furgon | refrigerado,"TITA S2-300: precio: USD 16.981,25 disponibilidad: ENTREGA INMEDIATA TITA S2-300 AA: precio: USD 17.731,25 disponibilidad: ENTREGA INMEDIATA TITA S2 300 AA con Furgón: precio: USD 20.632,00 descripcion: TITA S2 300 AA + accesorio furgón aclaración: El preci..."
tita_s2_color,vehiculos,¿Qué color está disponible para la TITA S2-300?,1,keyword,17,,True,vehiculos_detalles.TITA S2 300.colores_disponibles,vehiculos_detalles.TITA S2 300,Ficha tecnica TITA S2 300,vehiculos_detalles,221,0.8,1.0,1.0,blanco,"nombre: TITA S2-300 (también conocida como TITA 300) descripcion: Furgoneta eléctrica diseñada para satisfacer las necesidades de diversos sectores, con la combinación perfecta de capacidad, seguridad y sostenibilidad. Única versión TITA pickup disponible a..."
tita_s2_color,vehiculos,¿Qué color está disponible para la TITA S2-300?,2,keyword,15,,False,vehiculos_detalles.TITA S2 300.colores_disponibles,vehiculos_detalles.TITA S2 300.versiones_disponibles.TITA S2-300,Version TITA S2-300,vehiculos_detalles,5,0.2,0.0,0.0,,autonomía: 300 Km aire acondicionado: No
tita_s2_color,vehiculos,¿Qué color está disponible para la TITA S2-300?,3,vector,,1,False,vehiculos_detalles.TITA S2 300.colores_disponibles,todos_los_vehiculos_disponibles.TITA S2,Disponibilidad TITA S2,disponibilidad_vehiculos,12,0.6,0.0,0.3333,,modelos disponibles: - TITA S2-300 - TITA S2-300 AA disponibilidad: ENTREGA INMEDIATA
tita_s2_color,vehiculos,¿Qué color está disponible para la TITA S2-300?,4,vector,,3,False,vehiculos_detalles.TITA S2 300.colores_disponibles,todos_los_vehiculos_disponibles.TITO S2,Disponibilidad TITO S2,disponibilidad_vehiculos,13,0.4,0.0,0.3333,,modelos disponibles: - TITO S2-300 - TITO S2-300 AA disponibilidad: Inmediata - Unidades limitadas
tita_s2_color,vehiculos,¿Qué color está disponible para la TITA S2-300?,5,vector,,5,False,vehiculos_detalles.TITA S2 300.colores_disponibles,Precios_Vehiculos_Actualizados.TITO S2,Precios TITO S2,precios,21,0.4,0.0,0.0,,"TITO S2-300: precio: USD 15.972,50 disponibilidad: Inmediata - Unidades limitadas TITO S2-300 AA: precio: USD 16.722,50 disponibilidad: Inmediata - Unidades limitadas"
tita_4p_precio,precios,¿Cuál es el precio de la TITA 4P-300?,1,keyword,20,,True,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300,Precio TITA 4P-300,precios,6,0.25,1.0,0.4286,17.981.25 | usd,"precio: USD 17.981,25 disponibilidad: ENTREGA INMEDIATA"
tita_4p_precio,precios,¿Cuál es el precio de la TITA 4P-300?,2,keyword,20,,True,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300 AA,Precio TITA 4P-300 AA,precios,6,0.25,0.5,0.4286,usd,"precio: USD 18.731,25 disponibilidad: ENTREGA INMEDIATA"
tita_4p_precio,precios,¿Cuál es el precio de la TITA 4P-300?,3,vector,,1,True,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla,Precios TITA 4P Cuadrilla,precios,19,1.0,1.0,1.0,17.981.25 | usd,"TITA 4P-300: precio: USD 17.981,25 disponibilidad: ENTREGA INMEDIATA TITA 4P-300 AA: precio: USD 18.731,25 disponibilidad: ENTREGA INMEDIATA"
tita_4p_precio,precios,¿Cuál es el precio de la TITA 4P-300?,4,vector,,3,False,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300,todos_los_vehiculos_disponibles.TITA 4P Cuadrilla,Disponibilidad TITA 4P Cuadrilla,disponibilidad_vehiculos,12,0.75,0.0,0.4286,,modelos disponibles: - TITA 4P-300 - TITA 4P-300 AA disponibilidad: ENTREGA INMEDIATA
tita_4p_precio,precios,¿Cuál es el precio de la TITA 4P-300?,5,vector,,5,False,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300,vehiculos_detalles.TITA 4P Cuadrilla,Ficha tecnica TITA 4P Cuadrilla,vehiculos_detalles,133,0.75,0.0,0.4286,,"nombre: TITA 4P-300 Cuadrilla descripcion: Diseñada pensando en las necesidades de las cuadrillas de trabajadores que prestan servicios en las ciudades, combina eficiencia, comodidad y contribución al medio ambiente. Ahora disponible únicamente en versión 3..."
tita_4p_aa_precio,precios,¿Cuál es el precio de la TITA 4P-300 AA?,1,keyword,20,,True,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300 AA,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300,Precio TITA 4P-300,precios,6,0.2,0.5,0.75,usd,"precio: USD 17.981,25 disponibilidad: ENTREGA INMEDIATA"
tita_4p_aa_precio,precios,¿Cuál es el precio de la TITA 4P-300 AA?,2,keyword,20,,True,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300 AA,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300 AA,Precio TITA 4P-300 AA,precios,6,0.2,1.0,0.75,18.731.25 | usd,"precio: USD 18.731,25 disponibilidad: ENTREGA INMEDIATA"
tita_4p_aa_precio,precios,¿Cuál es el precio de la TITA 4P-300 AA?,3,vector,,1,True,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300 AA,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla,Precios TITA 4P Cuadrilla,precios,19,1.0,1.0,1.0,18.731.25 | usd,"TITA 4P-300: precio: USD 17.981,25 disponibilidad: ENTREGA INMEDIATA TITA 4P-300 AA: precio: USD 18.731,25 disponibilidad: ENTREGA INMEDIATA"
tita_4p_aa_precio,precios,¿Cuál es el precio de la TITA 4P-300 AA?,4,vector,,3,False,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300 AA,todos_los_vehiculos_disponibles.TITA 4P Cuadrilla,Disponibilidad TITA 4P Cuadrilla,disponibilidad_vehiculos,12,0.8,0.0,0.0,,modelos disponibles: - TITA 4P-300 - TITA 4P-300 AA disponibilidad: ENTREGA INMEDIATA
tita_4p_aa_precio,precios,¿Cuál es el precio de la TITA 4P-300 AA?,5,vector,,5,False,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla.TITA 4P-300 AA,Precios_Vehiculos_Actualizados.TITO S5,Precios TITO S5,precios,21,0.6,0.5,0.5,usd,"TITO S5-300: precio: USD 16.981,25 disponibilidad: Inmediata - Unidades limitadas TITO S5-300 AA: precio: USD 17.731,25 disponibilidad: Inmediata - Unidades limitadas"
tita_4p_capacidades,vehiculos,"¿Qué capacidad de pasajeros, carga y caja tiene la TITA 4P Cuadrilla?",1,keyword,18,,True,vehiculos_detalles.TITA 4P Cuadrilla,vehiculos_detalles.TITA 4P Cuadrilla,Ficha tecnica TITA 4P Cuadrilla,vehiculos_detalles,133,0.8571,1.0,1.0,250kg | 350kg | personas,"nombre: TITA 4P-300 Cuadrilla descripcion: Diseñada pensando en las necesidades de las cuadrillas de trabajadores que prestan servicios en las ciudades, combina eficiencia, comodidad y contribución al medio ambiente. Ahora disponible únicamente en versión 3..."
tita_4p_capacidades,vehiculos,"¿Qué capacidad de pasajeros, carga y caja tiene la TITA 4P Cuadrilla?",2,keyword,15,,False,vehiculos_detalles.TITA 4P Cuadrilla,todos_los_vehiculos_disponibles.TITA 4P Cuadrilla,Disponibilidad TITA 4P Cuadrilla,disponibilidad_vehiculos,12,0.2857,0.0,0.0,,modelos disponibles: - TITA 4P-300 - TITA 4P-300 AA disponibilidad: ENTREGA INMEDIATA
tita_4p_capacidades,vehiculos,"¿Qué capacidad de pasajeros, carga y caja tiene la TITA 4P Cuadrilla?",3,vector,,5,False,vehiculos_detalles.TITA 4P Cuadrilla,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla,Precios TITA 4P Cuadrilla,precios,19,0.2857,0.0,0.0,,"TITA 4P-300: precio: USD 17.981,25 disponibilidad: ENTREGA INMEDIATA TITA 4P-300 AA: precio: USD 18.731,25 disponibilidad: ENTREGA INMEDIATA"
tita_4p_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene la TITA 4P Cuadrilla?,1,keyword,19,,True,vehiculos_detalles.TITA 4P Cuadrilla,vehiculos_detalles.TITA 4P Cuadrilla,Ficha tecnica TITA 4P Cuadrilla,vehiculos_detalles,133,1.0,1.0,1.0,4kw | 50 | kmh,"nombre: TITA 4P-300 Cuadrilla descripcion: Diseñada pensando en las necesidades de las cuadrillas de trabajadores que prestan servicios en las ciudades, combina eficiencia, comodidad y contribución al medio ambiente. Ahora disponible únicamente en versión 3..."
tita_4p_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene la TITA 4P Cuadrilla?,2,keyword,15,,False,vehiculos_detalles.TITA 4P Cuadrilla,todos_los_vehiculos_disponibles.TITA 4P Cuadrilla,Disponibilidad TITA 4P Cuadrilla,disponibilidad_vehiculos,12,0.2857,0.0,0.1579,,modelos disponibles: - TITA 4P-300 - TITA 4P-300 AA disponibilidad: ENTREGA INMEDIATA
tita_4p_velocidad_potencia,vehiculos,¿Qué velocidad máxima y potencia nominal tiene la TITA 4P Cuadrilla?,3,vector,,5,False,vehiculos_detalles.TITA 4P Cuadrilla,Precios_Vehiculos_Actualizados.TITA 4P Cuadrilla,Precios TITA 4P Cuadrilla,precios,19,0.2857,0.0,0.1579,,"TITA 4P-300: precio: USD 17.981,25 disponibilidad: ENTREGA INMEDIATA TITA 4P-300 AA: precio: USD 18.731,25 disponibilidad: ENTREGA INMEDIATA"
barre_tita_precio,precios,¿Cuál es el precio de la BARRE-TITA?,1,keyword,15,,True,Precios_Vehiculos_Actualizados.BARRE-TITA,Precios_Vehiculos_Actualizados.BARRE-TITA,Precios BARRE-TITA,precios,6,0.3333,1.0,0.15,29.990.00 | usd,"precio: USD 29.990,00 disponibilidad: ENTREGA INMEDIATA"
barre_tita_precio,precios,¿Cuál es el precio de la BARRE-TITA?,2,keyword,10,,False,Precios_Vehiculos_Actualizados.BARRE-TITA,todos_los_vehiculos_disponibles.BARRE-TITA,Disponibilidad BARRE-TITA,disponibilidad_vehiculos,7,0.6667,0.0,0.05,,modelos disponibles: - BARRE-TITA disponibilidad: ENTREGA INMEDIATA
